0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.003,0.004,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.012,0.008,0.007,0.009,0.006,0.005,0.003,0.002,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.012,0.013,0.013,0.009,0.008,0.009,0.009,0.007,0.005,0.005,0.004,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.018,0.019,0.013,0.015,0.013,0.013,0.01,0.008,0.007,0.005,0.005,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.017,0.017,0.017,0.017,0.019,0.015,0.015,0.011,0.013,0.011,0.013,0.01,0.007,0.007,0.007,0.005,0.003,0.003,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.025,0.019,0.022,0.025,0.025,0.025,0.025,0.021,0.021,0.02,0.017,0.015,0.013,0.011,0.01,0.008,0.007,0.007,0.007,0.005,0.003,0.002,0.001,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.035,0.043,0.044,0.04,0.037,0.036,0.033,0.035,0.033,0.027,0.023,0.023,0.026,0.021,0.019,0.017,0.013,0.01,0.005,0.008,0.006,0.006,0.006,0.004,0.003,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.04,0.038,0.037,0.039,0.043,0.044,0.045,0.041,0.035,0.037,0.036,0.03,0.026,0.023,0.025,0.023,0.023,0.021,0.019,0.013,0.008,0.007,0.007,0.005,0.005,0.003,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.04,0.045,0.045,0.047,0.043,0.041,0.038,0.039,0.045,0.042,0.039,0.041,0.041,0.039,0.034,0.031,0.03,0.027,0.025,0.025,0.023,0.017,0.011,0.009,0.006,0.006,0.005,0.005,0.003,0.002,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.036,0.037,0.048,0.054,0.061,0.059,0.059,0.051,0.045,0.04,0.045,0.047,0.043,0.043,0.041,0.037,0.033,0.033,0.036,0.03,0.027,0.026,0.024,0.023,0.017,0.009,0.009,0.005,0.005,0.003,0.003,0.003,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.055,0.053,0.043,0.043,0.043,0.046,0.054,0.059,0.056,0.061,0.051,0.041,0.037,0.039,0.043,0.042,0.043,0.043,0.035,0.034,0.036,0.037,0.032,0.03,0.025,0.025,0.019,0.013,0.008,0.007,0.005,0.005,0.003,0.002,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.049,0.043,0.055,0.057,0.061,0.063,0.054,0.057,0.066,0.063,0.06,0.067,0.069,0.059,0.051,0.043,0.041,0.037,0.041,0.043,0.039,0.035,0.033,0.036,0.034,0.03,0.028,0.026,0.019,0.013,0.011,0.007,0.007,0.005,0.003,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.044,0.058,0.059,0.063,0.063,0.06,0.07,0.069,0.065,0.064,0.074,0.072,0.067,0.071,0.066,0.075,0.065,0.061,0.053,0.045,0.041,0.039,0.047,0.038,0.038,0.04,0.035,0.03,0.028,0.024,0.016,0.013,0.011,0.009,0.007,0.003,0.003,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.053,0.055,0.056,0.054,0.061,0.065,0.067,0.076,0.07,0.072,0.066,0.071,0.073,0.072,0.077,0.072,0.075,0.066,0.069,0.071,0.065,0.059,0.057,0.05,0.045,0.04,0.042,0.043,0.042,0.035,0.032,0.029,0.019,0.014,0.011,0.009,0.009,0.003,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.057,0.056,0.058,0.069,0.065,0.071,0.059,0.059,0.069,0.077,0.077,0.078,0.084,0.079,0.081,0.082,0.079,0.086,0.082,0.075,0.077,0.079,0.069,0.066,0.069,0.061,0.053,0.048,0.047,0.047,0.045,0.039,0.039,0.027,0.02,0.015,0.007,0.009,0.007,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.052,0.057,0.053,0.05,0.053,0.064,0.067,0.069,0.069,0.077,0.074,0.075,0.09,0.089,0.089,0.093,0.095,0.1,0.102,0.096,0.093,0.094,0.088,0.081,0.078,0.072,0.068,0.057,0.054,0.044,0.053,0.049,0.049,0.037,0.028,0.02,0.01,0.007,0.01,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.051,0.055,0.047,0.045,0.051,0.047,0.052,0.049,0.052,0.057,0.062,0.069,0.07,0.066,0.069,0.077,0.089,0.088,0.085,0.085,0.091,0.101,0.094,0.099,0.097,0.101,0.099,0.093,0.091,0.078,0.075,0.058,0.056,0.053,0.055,0.049,0.039,0.031,0.017,0.007,0.011,0.009,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.043,0.043,0.043,0.045,0.046,0.049,0.047,0.055,0.059,0.052,0.055,0.057,0.061,0.07,0.076,0.076,0.071,0.072,0.082,0.091,0.099,0.097,0.101,0.101,0.103,0.102,0.099,0.107,0.105,0.107,0.099,0.097,0.087,0.071,0.061,0.065,0.062,0.057,0.041,0.025,0.011,0.007,0.01,0.004,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.031,0.038,0.042,0.044,0.043,0.042,0.047,0.042,0.04,0.045,0.046,0.049,0.049,0.05,0.051,0.058,0.064,0.067,0.067,0.071,0.077,0.083,0.085,0.096,0.1,0.106,0.119,0.108,0.113,0.115,0.115,0.113,0.11,0.111,0.101,0.081,0.079,0.071,0.07,0.057,0.039,0.029,0.011,0.012,0.008,0.002,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.045,0.04,0.039,0.033,0.037,0.04,0.039,0.042,0.043,0.045,0.052,0.047,0.053,0.053,0.05,0.051,0.057,0.067,0.07,0.059,0.06,0.063,0.069,0.076,0.085,0.093,0.095,0.115,0.121,0.118,0.124,0.122,0.134,0.131,0.128,0.123,0.113,0.1,0.093,0.082,0.078,0.065,0.051,0.029,0.015,0.012,0.009,0.007,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.04,0.037,0.036,0.041,0.039,0.037,0.038,0.041,0.039,0.04,0.039,0.041,0.041,0.045,0.056,0.055,0.055,0.06,0.059,0.076,0.079,0.077,0.078,0.078,0.078,0.077,0.082,0.082,0.09,0.106,0.122,0.132,0.126,0.125,0.132,0.145,0.144,0.149,0.134,0.12,0.117,0.101,0.089,0.081,0.065,0.04,0.019,0.014,0.013,0.009,0.004,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.035,0.038,0.037,0.032,0.034,0.034,0.031,0.033,0.038,0.039,0.039,0.041,0.045,0.043,0.045,0.047,0.049,0.044,0.049,0.05,0.055,0.061,0.069,0.073,0.074,0.069,0.073,0.082,0.083,0.091,0.093,0.099,0.107,0.125,0.135,0.141,0.154,0.157,0.163,0.173,0.167,0.154,0.145,0.129,0.113,0.103,0.092,0.071,0.049,0.03,0.02,0.016,0.015,0.009,0.006,0.005,0.002,0.002,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.027,0.027,0.026,0.028,0.026,0.029,0.03,0.025,0.023,0.023,0.027,0.025,0.024,0.027,0.023,0.025,0.025,0.031,0.033,0.034,0.033,0.033,0.039,0.043,0.05,0.069,0.075,0.079,0.088,0.073,0.079,0.085,0.096,0.106,0.114,0.125,0.13,0.145,0.162,0.187,0.191,0.209,0.211,0.209,0.207,0.177,0.168,0.149,0.139,0.121,0.102,0.083,0.065,0.055,0.042,0.028,0.025,0.021,0.018,0.017,0.012,0.011,0.01,0.007,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.029,0.028,0.028,0.025,0.025,0.02,0.019,0.028,0.029,0.026,0.021,0.021,0.021,0.021,0.022,0.025,0.027,0.025,0.027,0.025,0.028,0.027,0.027,0.027,0.035,0.031,0.035,0.039,0.043,0.07,0.076,0.085,0.091,0.107,0.122,0.103,0.116,0.131,0.151,0.161,0.177,0.197,0.218,0.242,0.265,0.289,0.289,0.297,0.282,0.273,0.264,0.247,0.231,0.215,0.195,0.187,0.171,0.152,0.141,0.131,0.125,0.114,0.097,0.089,0.082,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078
